Location,Price,Bedrooms,Bathrooms,Parking,Floor Size,Erf Size,Description
Woodstock,2200000,3,1.5,2,,,"            Brand new on the market! A prime property , semi detached, 3 bedroom home in sought after Woodstock. Ideally situated and close to all ...        "
FisantekraalIndustrial,6904200,,,,,3732,"            ZONING: General Industrial 1TOTAL EXTENT:±3, 732m²ASKING PRICE:R1 ...        "
DeWaterkant,3200000,1,1,1,,,            Selling our 1-bed De Waterkant apartments.  Beautifully furnished and centrally located ...        
ClaremontUpper,7999000,4,4.5,2,,496,"            Private and quiet, this divine home offers a lovely mix of open-plan spaces and more formal features combined in an exciting package. ...        "
KalkBay,6950000,4,4,1,,560,"            This beautiful home, named Kob cottage, is set on 2 plots and is situated in a quiet pedestrian street with the added convenience of a ...        "
Vredehoek,9450000,4,2,4,,706,"            On the foothills of Table Mountain, amongst the black eagles, squirrels, porcupines ...        "
Zeekoevlei,3500000,4,1,4,,635,            RENOVATORS DREAM LOADS OF POTENTIAL IN RONDEVLEI BIRD SANCTUARY - ZEEKOEVLEISouth facing waterside property on the sought after ...        
Kenilworth,3100000,2,2,2,67,,            Apartment in the sky with views to die for! - New!Walk into this executive two bed apartment and you'll see why the owner has ...        
Fresnaye,64700000,30,30,14,,2800,"            This ideally located property boasts a fine boutique hotel, a classic 3 bedroomed house, 7 apartments and an 8 roomed backpackers' ...        "
Rondebosch,2400000,2,1,1,76,,            Albion Place is a real treasure haven for those wanting a safe and secure lifestyle as well as close proximity to Cape Town City centre ...        
CapeTownCityCentre,1700000,1,1,1,,49,            Take advantage of a buyers market with this entry level fully furnished and fitted Airbnb money making rocket. The unit features a ...        
SeaPoint,17250000,2,2,2,272,,            VAT included - NO Transfer DutyInternal: 129sqmBalcony: 18.6sqmRoof Top Terrace: 124.5sqmA luxury development on the slopes of ...        
SeaPoint,9250000,3,2,3,189,,            Located in the secure estate of Bantry Hills this 3 bedroom CNR apartment has an oversized open plan Living/ dining and kitchen area ...        
GreenPoint,4995000,2,2,1,130,,"            Set over-looking Cape Towns international playground, the V&A Waterfront. East to North-East 180 degree views.Listed on an ...        "
BantryBay,15000000,,,,,649,            Your opportunity to build one beautiful home/ potentially two units on this prime plot only doors away from the most expensive property ...        
Kenilworth,2650000,3,3,5,,740,            On Auction - Opening bids from R2 650 000. Quietly positioned in an avenue lined with ...        
SeaPoint,1795000,1,1,,47,,"            Renovated one bed apartment in well known and run Rapallo, is up for grabs. Perfect location to the Promenade, shops & restaurants.        "
SeaPoint,2750000,2,1,1,89,,"            Two bedroom third floor apartment in Marais Road, Sea Point. Spacious apartment with beautiful parquet wooden floors.Large sunny ...        "
SeaPoint,3725000,2,2,1,98,,            This well-appointed two bedroom view apartment in a character building has two ...        
Rosebank,1850000,3,1.5,1,82,,"            NW facing sunny and spacious 3 bedroom apartment, moments from Rondebosch Common is now ...        "
SeaPoint,4783250,2,2,1,82,,            BRAND NEW 2 BEDROOM APARTMENT IN STRAND BEACHIdeally located on the slopes of Signal ...        
Lakeside,2160000,3,2,2,,112,            Situated in an exclusive small secure gated estate nestled below the magnificent Boyes ...        
Newlands,4800000,2,2,1,,181,            Tucked away this charming cottage has open plan living rooms with doors to a paved north facing courtyard garden.New fully fitted ...        
KenilworthUpper,4400000,3,2,2,,312,            Easy living in this comfortable family home positioned close to shops and the Wynberg ...        
Constantia,4495000,3,2,2,,330,            Secure townhouse in popular Doordrift Village – minutes from Constantia Village and the ...        
Rondebosch,7250000,3,3.5,2,,301,"            Price reduced !Focusing on lifestyle living, security and community, The Rondebosch Oval is an exciting new development offering an ...        "
Higgovale,19000000,5,1,3,,,"            Amazing 5 Bedroom House situated in Higgovale , a must see with a property size of 987m2 ...        "
DiepRiver,6825000,,,,450,,            The building is currently let by 3 established tenants. A large lock up yard at the back ...        
Foreshore,2550000,1,1,1,64,,"            Exclusive opportunity to invest on the prestigious Foreshore , within the mixed use development of Harbour Bridge. This sleek ...        "
Newlands,1575000,,1,,41,,"            When lock up and go combines with luxury living, you have arrived at Newlands Peak - compact living priced to ensure affordability is ...        "
Observatory,1915200,1,1,1,44,,"            Ideal for investors or young professionals, this open plan 1-bedroom apartment in The Winchester has all the necessities and more. ...        "
Muizenberg,2950000,3,2,1,190,,            Enjoy the sunrises and sunsets from your balcony or take a quick stroll to Surfer's Corner at your leisure as well as the many ...        
SeaPoint,4950000,2,2,2,73,,"            This 73m2, designer apartment features 2 bedrooms (main en suite) and 2 bathrooms. The open plan kitchen leads to the living and dining ...        "
Athlone,6500000,,,,801,,            This fully tenanted commercial property is situated in a very busy area with plenty of ...        
DeWaterkant,5895000,1,1.5,2,107,,            Spacious cottage-like apartment in the heart of De Waterkant. The property is situated in a well-managed boutique block with only 4 ...        
GreenPoint,2615000,1,1,,47,,            Vat inclusive no transfer duty payable.This magnificent apartment is situated in the ...        
Rondebosch,4200000,3,2,2,,353,"            This 3 bedroom home has the typical Victorian features, high ceilings, wooden floors and ...        "
ClaremontUpper,8750000,4,4,3,300,,"            We proudly offer truly unique, a beautifully renovated and decorated apartment.  A very ...        "
Woodstock,1550000,1,1,1,42,,"            Modern 1 Bedroom, 1 Bathroom Apartment in Woodstock QuarterSpacious open plan ...        "
CampsBay,15950000,4,4.5,2,,761,"            Modern double storey home on the downside of the road maximising security, privacy and ...        "
Philippi,19000000,,,,5466,,            The property is located on an ERF measuring approximately 8788sqm in the ...        
Constantia,4995000,,,,,1222,"            With its convenient proximity to the city CBD, the Constantia Valley has been ...        "
CampsBay,8950000,3,1,1,,765,"            Camps Bay 3 bedroom cottage on sizable 765sqm property.Superb location , walk to beach .This  partially renovated home is comfortable ...        "
CapeTownCityCentre,2900000,2,1,1,136,,            This modern apartment is situated on Roeland Street in the heart of Cape Town. The apartment's location is convenient and is ...        
CapeTownCityCentre,1703850,,1,1,37,,            Stunning studio apartment with City views from the balcony.Unit size 29sqm + Balcony ...        
CampsBay,29995000,5,5.5,4,,486,            This uber-stylish beach bungalow is appointed to international standards and newly built from the ground up!The layout draws ...        
PelicanHeights,2850000,4,3,2,,980,            Ever wanted to wake up to an ocean breeze?Well now you and your whole family can experience this every morning. This 980 square ...        
Constantia,13995000,4,4.5,6,,1488,"            A symphony of ultra-modern beauty and inviting warmth, this home is an entertainers' ...        "
Bishopscourt,13450000,5,3.5,2,,3642,"            Positioned on an elevated stand boasting beautiful North views, this ultra-spacious family home offers beautiful formal and informal ...        "
Muizenberg,2380000,3,2,2,,543,"            This charming property is ideally situated close to Muizenberg High School, the vlei and within walking distance from the shops and ...        "
GreenPoint,2995000,1,1,1,65,,"            This fully furnished and equipped, stylish 1 bedroom apartment is located high up in popular Cape Royale building. Not a cent to be ...        "
SeaPoint,7750000,2,2,2,132,,"            Unique opportunity to purchase this north facing, 2 bedroomed (both en suite) apartment set in elevated position in modern complex. ...        "
ThreeAnchorBay,2900000,3,1,1,113,,            Conveniently situated within walking distance of the Sea Point Promenade and all the major retailers together with vibey restaurants ...        
GreenPoint,2495000,2,1,1,63,,"            Located along the desirable Green Point Main Road strip, with excellent value per square meter! Priced below market value.This unit ...        "
WynbergUpper,1395000,1,1,1,60,,            This North Facing apartment is in a secure established block conveniently situated on Wynberg Hill.Entrance hall leads to a spacious ...        
CapeTownCityCentre,2450000,1,1,1,71,,            An extra large one bedroom with a full bathroom offers hotel style living in the City ...        
GreenPoint,3495000,2,2,2,82,,"            Dual mandate. Located on the fifth floor this delightful, bright and modern corner apartment features a unique open plan kitchen with ...        "
Woodstock,4900000,,,,379,,            The Popular Buchanan Square offers a great mix of tenants and offers services and ...        
CampsBay,9995000,,,,,,"            The time to buy is now! R9,995mSecure your slice of cosmopolitan Camps Bay and create your dream home on this prime site with sublime ...        "
